t		E		Ek		V		T		P
9.470000		-74.313759		11.836247		-86.150006		35.168834		0.000000
9.480000		-74.313760		11.990726		-86.304486		35.627835		0.000000
9.490000		-74.313762		12.171954		-86.485715		36.166313		0.000000
9.500000		-74.313764		12.376638		-86.690402		36.774490		0.000000
9.510000		-74.313767		12.600380		-86.914147		37.439290		0.000000
9.520000		-74.313770		12.837956		-87.151726		38.145195		0.000000
9.530000		-74.313773		13.083801		-87.397574		38.875670		0.000000
9.540000		-74.313775		13.332547		-87.646323		39.614765		0.000000
9.550000		-74.313777		13.579458		-87.893236		40.348408		0.000000
9.560000		-74.313779		13.820664		-88.134443		41.065098		0.000000
9.570000		-74.313780		14.053150		-88.366929		41.755879		0.000000
9.580000		-74.313780		14.274541		-88.588321		42.413694		0.000000
9.590000		-74.313781		14.482760		-88.796542		43.032372		0.000000
9.600000		-74.313783		14.675668		-88.989450		43.605555		0.000000
9.610000		-74.313785		14.850772		-89.164556		44.125839		0.000000
9.620000		-74.313787		15.005090		-89.318877		44.584361		0.000000
9.630000		-74.313790		15.135197		-89.448987		44.970948		0.000000
9.640000		-74.313792		15.237476		-89.551268		45.274847		0.000000
9.650000		-74.313794		15.308536		-89.622331		45.485987		0.000000
9.660000		-74.313796		15.345773		-89.659569		45.596628		0.000000
9.670000		-74.313796		15.347977		-89.661773		45.603177		0.000000
9.680000		-74.313795		15.315884		-89.629679		45.507819		0.000000
9.690000		-74.313792		15.252529		-89.566321		45.319573		0.000000
9.700000		-74.313788		15.163237		-89.477025		45.054260		0.000000
9.710000		-74.313784		15.055129		-89.368913		44.733042		0.000000
9.720000		-74.313780		14.936120		-89.249900		44.379434		0.000000
9.730000		-74.313777		14.813539		-89.127316		44.015210		0.000000
9.740000		-74.313776		14.692689		-89.006466		43.656131		0.000000
9.750000		-74.313778		14.575776		-88.889554		43.308749		0.000000
9.760000		-74.313782		14.461557		-88.775339		42.969372		0.000000
9.770000		-74.313786		14.345873		-88.659660		42.625644		0.000000
9.780000		-74.313791		14.222934		-88.536725		42.260354		0.000000
9.790000		-74.313795		14.086975		-88.400769		41.856382		0.000000
9.800000		-74.313796		13.933876		-88.247672		41.401483		0.000000
9.810000		-74.313796		13.762370		-88.076166		40.891891		0.000000
9.820000		-74.313793		13.574669		-87.888461		40.334177		0.000000
9.830000		-74.313788		13.376486		-87.690274		39.745320		0.000000
9.840000		-74.313781		13.176537		-87.490318		39.151214		0.000000
9.850000		-74.313774		12.985618		-87.299391		38.583939		0.000000
9.860000		-74.313767		12.815392		-87.129159		38.078151		0.000000
9.870000		-74.313761		12.676997		-86.990759		37.666941		0.000000
9.880000		-74.313758		12.579626		-86.893384		37.377624		0.000000
9.890000		-74.313757		12.529279		-86.843036		37.228028		0.000000
9.900000		-74.313758		12.527900		-86.841659		37.223932		0.000000
9.910000		-74.313762		12.573099		-86.886861		37.358230		0.000000
9.920000		-74.313768		12.658544		-86.972312		37.612111		0.000000
9.930000		-74.313775		12.774994		-87.088769		37.958116		0.000000
9.940000		-74.313781		12.911742		-87.225524		38.364434		0.000000
9.950000		-74.313787		13.058161		-87.371947		38.799485		0.000000
9.960000		-74.313791		13.204974		-87.518765		39.235709		0.000000
9.970000		-74.313793		13.345013		-87.658806		39.651804		0.000000
9.980000		-74.313794		13.473352		-87.787146		40.033136		0.000000
9.990000		-74.313795		13.586950		-87.900745		40.370667		0.000000
10.000000		-74.313794		13.684060		-87.997854		40.659209		0.000000
