t		E		Ek		V		T		P
0		-74.313874		29.450720		-103.764594		100.000000		0.000000
0.010000		-74.313875		29.376203		-103.690078		87.284999		0.000000
0.020000		-74.313877		29.150837		-103.464714		86.615373		0.000000
0.030000		-74.313880		28.773044		-103.086924		85.492843		0.000000
0.040000		-74.313883		28.240955		-102.554838		83.911856		0.000000
0.050000		-74.313885		27.553777		-101.867662		81.870058		0.000000
0.060000		-74.313884		26.713650		-101.027534		79.373802		0.000000
0.070000		-74.313878		25.727890		-100.041768		76.444829		0.000000
0.080000		-74.313866		24.611393		-98.925259		73.127404		0.000000
0.090000		-74.313847		23.388764		-97.702611		69.494627		0.000000
0.100000		-74.313820		22.095534		-96.409354		65.652074		0.000000
0.110000		-74.313788		20.777759		-95.091547		61.736594		0.000000
0.120000		-74.313753		19.489391		-93.803144		57.908487		0.000000
0.130000		-74.313720		18.287269		-92.600989		54.336644		0.000000
0.140000		-74.313694		17.224339		-91.538033		51.178378		0.000000
0.150000		-74.313679		16.342441		-90.656120		48.558010		0.000000
0.160000		-74.313676		15.666450		-89.980126		46.549450		0.000000
0.170000		-74.313685		15.201295		-89.514980		45.167342		0.000000
0.180000		-74.313705		14.932521		-89.246226		44.368740		0.000000
0.190000		-74.313730		14.829987		-89.143717		44.064082		0.000000
0.200000		-74.313758		14.853485		-89.167243		44.133901		0.000000
0.210000		-74.313784		14.958895		-89.272679		44.447104		0.000000
0.220000		-74.313805		15.103760		-89.417565		44.877538		0.000000
0.230000		-74.313821		15.251692		-89.565514		45.317088		0.000000
0.240000		-74.313830		15.375422		-89.689252		45.684722		0.000000
0.250000		-74.313831		15.458485		-89.772316		45.931527		0.000000
0.260000		-74.313826		15.495578		-89.809404		46.041741		0.000000
0.270000		-74.313816		15.491521		-89.805337		46.029687		0.000000
0.280000		-74.313803		15.458842		-89.772645		45.932588		0.000000
0.290000		-74.313790		15.414208		-89.727998		45.799968		0.000000
0.300000		-74.313780		15.374292		-89.688072		45.681366		0.000000
0.310000		-74.313774		15.352000		-89.665774		45.615130		0.000000
0.320000		-74.313772		15.354000		-89.667773		45.621073		0.000000
0.330000		-74.313774		15.380133		-89.693908		45.698721		0.000000
0.340000		-74.313779		15.424613		-89.738392		45.830884		0.000000
0.350000		-74.313783		15.478347		-89.792130		45.990542		0.000000
0.360000		-74.313787		15.531453		-89.845240		46.148334		0.000000
0.370000		-74.313789		15.575239		-89.889028		46.278435		0.000000
0.380000		-74.313790		15.603293		-89.917083		46.361792		0.000000
0.390000		-74.313789		15.611723		-89.925512		46.386841		0.000000
0.400000		-74.313787		15.598821		-89.912608		46.348504		0.000000
0.410000		-74.313785		15.564457		-89.878242		46.246399		0.000000
0.420000		-74.313782		15.509463		-89.823245		46.082996		0.000000
0.430000		-74.313780		15.435139		-89.748919		45.862159		0.000000
0.440000		-74.313778		15.342942		-89.656720		45.588217		0.000000
0.450000		-74.313776		15.234335		-89.548111		45.265513		0.000000
0.460000		-74.313774		15.110747		-89.424521		44.898298		0.000000
0.470000		-74.313773		14.973608		-89.287381		44.490821		0.000000
0.480000		-74.313771		14.824394		-89.138165		44.047463		0.000000
0.490000		-74.313769		14.664653		-88.978423		43.572829		0.000000
0.500000		-74.313768		14.496013		-88.809781		43.071751		0.000000
0.510000		-74.313766		14.320140		-88.633906		42.549183		0.000000
0.520000		-74.313765		14.138682		-88.452447		42.010019		0.000000
0.530000		-74.313764		13.953193		-88.266957		41.458879		0.000000
0.540000		-74.313763		13.765066		-88.078829		40.899901		0.000000
0.550000		-74.313762		13.575483		-87.889245		40.336597		0.000000
0.560000		-74.313761		13.385396		-87.699157		39.771795		0.000000
0.570000		-74.313761		13.195541		-87.509302		39.207682		0.000000
0.580000		-74.313760		13.006485		-87.320245		38.645943		0.000000
0.590000		-74.313760		12.818698		-87.132457		38.087973		0.000000
0.600000		-74.313759		12.632636		-86.946395		37.535130		0.000000
0.610000		-74.313759		12.448831		-86.762590		36.988996		0.000000
0.620000		-74.313758		12.267965		-86.581723		36.451589		0.000000
0.630000		-74.313757		12.090913		-86.404671		35.925520		0.000000
0.640000		-74.313757		11.918769		-86.232525		35.414030		0.000000
0.650000		-74.313756		11.752811		-86.066567		34.920923		0.000000
0.660000		-74.313755		11.594445		-85.908200		34.450373		0.000000
0.670000		-74.313754		11.445108		-85.758862		34.006651		0.000000
0.680000		-74.313753		11.306159		-85.619912		33.593794		0.000000
0.690000		-74.313752		11.178775		-85.492527		33.215299		0.000000
0.700000		-74.313752		11.063870		-85.377622		32.873884		0.000000
0.710000		-74.313751		10.962057		-85.275809		32.571369		0.000000
0.720000		-74.313751		10.873653		-85.187405		32.308697		0.000000
0.730000		-74.313751		10.798724		-85.112475		32.086060		0.000000
0.740000		-74.313751		10.737151		-85.050903		31.903110		0.000000
0.750000		-74.313752		10.688708		-85.002459		31.759171		0.000000
0.760000		-74.313752		10.653111		-84.966863		31.653404		0.000000
0.770000		-74.313752		10.630052		-84.943804		31.584889		0.000000
0.780000		-74.313752		10.619186		-84.932938		31.552603		0.000000
0.790000		-74.313752		10.620099		-84.933852		31.555316		0.000000
0.800000		-74.313753		10.632251		-84.946004		31.591423		0.000000
0.810000		-74.313753		10.654917		-84.968671		31.658770		0.000000
0.820000		-74.313754		10.687131		-85.000884		31.754484		0.000000
0.830000		-74.313755		10.727640		-85.041395		31.874849		0.000000
0.840000		-74.313756		10.774885		-85.088641		32.015229		0.000000
0.850000		-74.313757		10.826987		-85.140745		32.170038		0.000000
0.860000		-74.313759		10.881751		-85.195510		32.332756		0.000000
0.870000		-74.313761		10.936684		-85.250445		32.495977		0.000000
0.880000		-74.313763		10.989023		-85.302786		32.651493		0.000000
0.890000		-74.313765		11.035779		-85.349544		32.790418		0.000000
0.900000		-74.313768		11.073793		-85.387560		32.903367		0.000000
0.910000		-74.313770		11.099826		-85.413595		32.980718		0.000000
0.920000		-74.313772		11.110674		-85.424446		33.012952		0.000000
0.930000		-74.313774		11.103327		-85.417101		32.991122		0.000000
0.940000		-74.313776		11.075156		-85.388932		32.907417		0.000000
0.950000		-74.313777		11.024142		-85.337920		32.755841		0.000000
0.960000		-74.313778		10.949127		-85.262905		32.532951		0.000000
0.970000		-74.313778		10.850066		-85.163844		32.238612		0.000000
0.980000		-74.313777		10.728261		-85.042038		31.876695		0.000000
0.990000		-74.313775		10.586546		-84.900321		31.455620		0.000000
1.000000		-74.313771		10.429380		-84.743151		30.988634		0.000000
1.010000		-74.313767		10.262815		-84.576582		30.493724		0.000000
1.020000		-74.313762		10.094317		-84.408079		29.993068		0.000000
1.030000		-74.313757		9.932394		-84.246151		29.511949		0.000000
1.040000		-74.313752		9.786055		-84.099807		29.077135		0.000000
1.050000		-74.313747		9.664106		-83.977853		28.714789		0.000000
1.060000		-74.313743		9.574344		-83.888087		28.448081		0.000000
1.070000		-74.313741		9.522750		-83.836492		28.294782		0.000000
1.080000		-74.313741		9.512797		-83.826539		28.265209		0.000000
1.090000		-74.313743		9.544998		-83.858741		28.360886		0.000000
1.100000		-74.313746		9.616797		-83.930544		28.574222		0.000000
1.110000		-74.313751		9.722844		-84.036595		28.889316		0.000000
1.120000		-74.313757		9.855601		-84.169358		29.283776		0.000000
1.130000		-74.313763		10.006181		-84.319943		29.731190		0.000000
1.140000		-74.313768		10.165250		-84.479018		30.203831		0.000000
1.150000		-74.313773		10.323867		-84.637640		30.675126		0.000000
1.160000		-74.313777		10.474134		-84.787911		31.121613		0.000000
1.170000		-74.313780		10.609626		-84.923406		31.524197		0.000000
1.180000		-74.313781		10.725588		-85.039369		31.868752		0.000000
1.190000		-74.313782		10.818948		-85.132730		32.146151		0.000000
1.200000		-74.313782		10.888191		-85.201972		32.351891		0.000000
1.210000		-74.313781		10.933143		-85.246923		32.485456		0.000000
1.220000		-74.313779		10.954716		-85.268496		32.549558		0.000000
1.230000		-74.313778		10.954648		-85.268426		32.549356		0.000000
1.240000		-74.313776		10.935255		-85.249031		32.491731		0.000000
1.250000		-74.313774		10.899226		-85.213000		32.384681		0.000000
1.260000		-74.313772		10.849477		-85.163250		32.236863		0.000000
1.270000		-74.313770		10.789044		-85.102815		32.057299		0.000000
1.280000		-74.313768		10.721037		-85.034805		31.855229		0.000000
1.290000		-74.313766		10.648617		-84.962383		31.640050		0.000000
1.300000		-74.313764		10.574993		-84.888758		31.421293		0.000000
1.310000		-74.313762		10.503392		-84.817154		31.208544		0.000000
1.320000		-74.313760		10.436992		-84.750752		31.011252		0.000000
1.330000		-74.313759		10.378813		-84.692572		30.838387		0.000000
1.340000		-74.313757		10.331547		-84.645304		30.697945		0.000000
1.350000		-74.313756		10.297357		-84.611114		30.596358		0.000000
1.360000		-74.313756		10.277676		-84.591432		30.537880		0.000000
1.370000		-74.313756		10.273031		-84.586787		30.524078		0.000000
1.380000		-74.313757		10.282939		-84.596696		30.553517		0.000000
1.390000		-74.313759		10.305897		-84.619656		30.621732		0.000000
1.400000		-74.313761		10.339478		-84.653239		30.721511		0.000000
1.410000		-74.313763		10.380522		-84.694285		30.843464		0.000000
1.420000		-74.313765		10.425397		-84.739162		30.976800		0.000000
1.430000		-74.313768		10.470287		-84.784055		31.110183		0.000000
1.440000		-74.313770		10.511473		-84.825243		31.232558		0.000000
1.450000		-74.313772		10.545558		-84.859329		31.333832		0.000000
1.460000		-74.313773		10.569628		-84.883401		31.405351		0.000000
1.470000		-74.313774		10.581341		-84.895116		31.440155		0.000000
1.480000		-74.313775		10.578948		-84.892723		31.433045		0.000000
1.490000		-74.313776		10.561270		-84.875046		31.380518		0.000000
1.500000		-74.313776		10.527663		-84.841439		31.280662		0.000000
1.510000		-74.313776		10.477999		-84.791775		31.133095		0.000000
1.520000		-74.313776		10.412675		-84.726451		30.939001		0.000000
1.530000		-74.313775		10.332687		-84.646462		30.701333		0.000000
1.540000		-74.313774		10.239732		-84.553506		30.425138		0.000000
1.550000		-74.313772		10.136348		-84.450120		30.117953		0.000000
1.560000		-74.313770		10.026018		-84.339788		29.790134		0.000000
1.570000		-74.313767		9.913204		-84.226971		29.454931		0.000000
1.580000		-74.313763		9.803218		-84.116981		29.128131		0.000000
1.590000		-74.313760		9.701914		-84.015673		28.827127		0.000000
1.600000		-74.313757		9.615180		-83.928937		28.569416		0.000000
1.610000		-74.313754		9.548314		-83.862068		28.370738		0.000000
1.620000		-74.313753		9.505394		-83.819146		28.243211		0.000000
1.630000		-74.313752		9.488822		-83.802574		28.193971		0.000000
1.640000		-74.313753		9.499164		-83.812918		28.224702		0.000000
1.650000		-74.313755		9.535352		-83.849107		28.332226		0.000000
1.660000		-74.313756		9.595181		-83.908938		28.509995		0.000000
1.670000		-74.313758		9.675958		-83.989716		28.750005		0.000000
1.680000		-74.313759		9.775094		-84.088853		29.044567		0.000000
1.690000		-74.313760		9.890486		-84.204245		29.387428		0.000000
1.700000		-74.313760		10.020587		-84.334347		29.773995		0.000000
1.710000		-74.313760		10.164202		-84.477962		30.200716		0.000000
1.720000		-74.313761		10.320106		-84.633867		30.663950		0.000000
1.730000		-74.313762		10.486623		-84.800385		31.158719		0.000000
1.740000		-74.313764		10.661309		-84.975073		31.677761		0.000000
1.750000		-74.313766		10.840814		-85.154581		32.211122		0.000000
1.760000		-74.313769		11.020944		-85.334713		32.746338		0.000000
1.770000		-74.313772		11.196888		-85.510661		33.269119		0.000000
1.780000		-74.313776		11.363565		-85.677341		33.764363		0.000000
1.790000		-74.313778		11.516011		-85.829789		34.217322		0.000000
1.800000		-74.313781		11.649784		-85.963565		34.614800		0.000000
1.810000		-74.313782		11.761363		-86.075145		34.946332		0.000000
1.820000		-74.313783		11.848524		-86.162307		35.205314		0.000000
1.830000		-74.313782		11.910694		-86.224476		35.390038		0.000000
1.840000		-74.313780		11.949233		-86.263013		35.504547		0.000000
1.850000		-74.313777		11.967596		-86.281373		35.559110		0.000000
1.860000		-74.313773		11.971287		-86.285059		35.570075		0.000000
1.870000		-74.313767		11.967501		-86.281268		35.558826		0.000000
1.880000		-74.313762		11.964432		-86.278194		35.549707		0.000000
1.890000		-74.313758		11.970247		-86.284005		35.566985		0.000000
1.900000		-74.313755		11.991887		-86.305642		35.631285		0.000000
1.910000		-74.313755		12.033928		-86.347683		35.756201		0.000000
1.920000		-74.313756		12.097786		-86.411542		35.945939		0.000000
1.930000		-74.313760		12.181489		-86.495249		36.194646		0.000000
1.940000		-74.313764		12.280107		-86.593872		36.487669		0.000000
1.950000		-74.313770		12.386718		-86.700488		36.804439		0.000000
1.960000		-74.313774		12.493691		-86.807466		37.122287		0.000000
1.970000		-74.313778		12.593992		-86.907770		37.420308		0.000000
1.980000		-74.313780		12.682248		-86.996028		37.682542		0.000000
1.990000		-74.313781		12.755433		-87.069213		37.899994		0.000000
2.000000		-74.313780		12.813094		-87.126874		38.071323		0.000000
2.010000		-74.313777		12.857158		-87.170935		38.202248		0.000000
2.020000		-74.313774		12.891367		-87.205141		38.303892		0.000000
2.030000		-74.313771		12.920459		-87.234231		38.390336		0.000000
2.040000		-74.313769		12.949206		-87.262975		38.475750		0.000000
2.050000		-74.313768		12.981430		-87.295198		38.571497		0.000000
2.060000		-74.313768		13.019171		-87.332939		38.683636		0.000000
2.070000		-74.313771		13.062106		-87.375877		38.811208		0.000000
2.080000		-74.313774		13.107354		-87.421128		38.945651		0.000000
2.090000		-74.313780		13.149699		-87.463478		39.071471		0.000000
2.100000		-74.313785		13.182240		-87.496025		39.168159		0.000000
2.110000		-74.313791		13.197380		-87.511171		39.213146		0.000000
2.120000		-74.313795		13.188051		-87.501846		39.185426		0.000000
2.130000		-74.313797		13.149012		-87.462809		39.069429		0.000000
2.140000		-74.313797		13.078070		-87.391867		38.858642		0.000000
2.150000		-74.313794		12.977041		-87.290835		38.558456		0.000000
2.160000		-74.313788		12.852263		-87.166051		38.187706		0.000000
2.170000		-74.313780		12.714483		-87.028263		37.778321		0.000000
2.180000		-74.313770		12.577963		-86.891733		37.372681		0.000000
2.190000		-74.313761		12.458783		-86.772544		37.018566		0.000000
2.200000		-74.313753		12.372505		-86.686258		36.762207		0.000000
2.210000		-74.313749		12.331590		-86.645339		36.640637		0.000000
2.220000		-74.313750		12.343184		-86.656934		36.675088		0.000000
2.230000		-74.313754		12.407839		-86.721593		36.867195		0.000000
2.240000		-74.313762		12.519554		-86.833316		37.199132		0.000000
2.250000		-74.313771		12.667136		-86.980907		37.637641		0.000000
2.260000		-74.313781		12.836460		-87.150241		38.140750		0.000000
2.270000		-74.313789		13.012998		-87.326786		38.665293		0.000000
2.280000		-74.313794		13.183984		-87.497779		39.173343		0.000000
2.290000		-74.313797		13.339797		-87.653594		39.636306		0.000000
2.300000		-74.313798		13.474410		-87.788209		40.036280		0.000000
2.310000		-74.313798		13.585070		-87.898868		40.365083		0.000000
2.320000		-74.313796		13.671471		-87.985268		40.621804		0.000000
2.330000		-74.313795		13.734778		-88.048572		40.809905		0.000000
2.340000		-74.313793		13.776774		-88.090567		40.934690		0.000000
2.350000		-74.313791		13.799311		-88.113103		41.001653		0.000000
2.360000		-74.313790		13.804081		-88.117870		41.015824		0.000000
2.370000		-74.313788		13.792662		-88.106450		40.981896		0.000000
2.380000		-74.313787		13.766713		-88.080500		40.904795		0.000000
2.390000		-74.313785		13.728177		-88.041962		40.790294		0.000000
2.400000		-74.313783		13.679410		-87.993192		40.645391		0.000000
2.410000		-74.313780		13.623187		-87.936968		40.478339		0.000000
2.420000		-74.313778		13.562609		-87.876386		40.298342		0.000000
2.430000		-74.313775		13.500915		-87.814691		40.115034		0.000000
2.440000		-74.313773		13.441301		-87.755074		39.937903		0.000000
2.450000		-74.313771		13.386738		-87.700509		39.775782		0.000000
2.460000		-74.313769		13.339859		-87.653628		39.636490		0.000000
2.470000		-74.313768		13.302881		-87.616649		39.526619		0.000000
2.480000		-74.313767		13.277584		-87.591351		39.451455		0.000000
2.490000		-74.313766		13.265298		-87.579063		39.414947		0.000000
2.500000		-74.313765		13.266899		-87.580664		39.419705		0.000000
2.510000		-74.313765		13.282816		-87.596581		39.466999		0.000000
2.520000		-74.313765		13.313036		-87.626801		39.556792		0.000000
2.530000		-74.313765		13.357143		-87.670908		39.687845		0.000000
2.540000		-74.313765		13.414385		-87.728151		39.857929		0.000000
2.550000		-74.313766		13.483789		-87.797554		40.064146		0.000000
2.560000		-74.313766		13.564280		-87.878046		40.303308		0.000000
2.570000		-74.313766		13.654799		-87.968566		40.572266		0.000000
2.580000		-74.313767		13.754355		-88.068121		40.868074		0.000000
2.590000		-74.313767		13.861989		-88.175756		41.187886		0.000000
2.600000		-74.313767		13.976649		-88.290416		41.528573		0.000000
2.610000		-74.313768		14.096983		-88.410752		41.886121		0.000000
2.620000		-74.313769		14.221121		-88.534891		42.254969		0.000000
2.630000		-74.313771		14.346496		-88.660267		42.627494		0.000000
2.640000		-74.313773		14.469784		-88.783557		42.993816		0.000000
2.650000		-74.313776		14.586979		-88.900755		43.342037		0.000000
2.660000		-74.313778		14.693621		-89.007399		43.658898		0.000000
2.670000		-74.313781		14.785114		-89.098894		43.930750		0.000000
2.680000		-74.313783		14.857101		-89.170884		44.144646		0.000000
2.690000		-74.313785		14.905812		-89.219597		44.289380		0.000000
2.700000		-74.313786		14.928337		-89.242123		44.356308		0.000000
2.710000		-74.313786		14.922806		-89.236592		44.339873		0.000000
2.720000		-74.313785		14.888461		-89.202247		44.237825		0.000000
2.730000		-74.313784		14.825643		-89.139428		44.051175		0.000000
2.740000		-74.313783		14.735712		-89.049495		43.783964		0.000000
2.750000		-74.313781		14.620937		-88.934717		43.442934		0.000000
2.760000		-74.313779		14.484373		-88.798152		43.037165		0.000000
2.770000		-74.313776		14.329750		-88.643526		42.577737		0.000000
2.780000		-74.313773		14.161368		-88.475141		42.077425		0.000000
2.790000		-74.313770		13.984002		-88.297771		41.550420		0.000000
2.800000		-74.313766		13.802805		-88.116571		41.012033		0.000000
2.810000		-74.313763		13.623186		-87.936950		40.478336		0.000000
2.820000		-74.313760		13.450651		-87.764411		39.965685		0.000000
2.830000		-74.313757		13.290588		-87.604345		39.490092		0.000000
2.840000		-74.313754		13.148009		-87.461763		39.066450		0.000000
2.850000		-74.313752		13.027255		-87.341007		38.707655		0.000000
2.860000		-74.313751		12.931695		-87.245446		38.423719		0.000000
2.870000		-74.313751		12.863465		-87.177216		38.220990		0.000000
2.880000		-74.313751		12.823292		-87.137043		38.101624		0.000000
2.890000		-74.313753		12.810429		-87.124182		38.063405		0.000000
2.900000		-74.313755		12.822738		-87.136493		38.099977		0.000000
2.910000		-74.313758		12.856893		-87.170651		38.201463		0.000000
2.920000		-74.313761		12.908696		-87.222457		38.355383		0.000000
2.930000		-74.313764		12.973432		-87.287196		38.547734		0.000000
2.940000		-74.313767		13.046242		-87.360009		38.764071		0.000000
2.950000		-74.313770		13.122431		-87.436200		38.990449		0.000000
2.960000		-74.313772		13.197705		-87.511477		39.214110		0.000000
2.970000		-74.313774		13.268311		-87.582085		39.423902		0.000000
2.980000		-74.313775		13.331084		-87.644859		39.610416		0.000000
2.990000		-74.313777		13.383421		-87.697197		39.765924		0.000000
3.000000		-74.313778		13.423225		-87.737003		39.884194		0.000000
3.010000		-74.313778		13.448834		-87.762612		39.960285		0.000000
3.020000		-74.313779		13.458966		-87.772745		39.990392		0.000000
3.030000		-74.313779		13.452710		-87.766489		39.971804		0.000000
3.040000		-74.313779		13.429545		-87.743324		39.902973		0.000000
3.050000		-74.313779		13.389402		-87.703180		39.783695		0.000000
3.060000		-74.313778		13.332742		-87.646520		39.615344		0.000000
3.070000		-74.313777		13.260641		-87.574418		39.401111		0.000000
3.080000		-74.313775		13.174847		-87.488622		39.146193		0.000000
3.090000		-74.313773		13.077817		-87.391590		38.857888		0.000000
3.100000		-74.313771		12.972703		-87.286474		38.545566		0.000000
3.110000		-74.313768		12.863298		-87.177066		38.220494		0.000000
3.120000		-74.313765		12.753926		-87.067691		37.895519		0.000000
3.130000		-74.313762		12.649288		-86.963050		37.584608		0.000000
3.140000		-74.313759		12.554259		-86.868018		37.302251		0.000000
3.150000		-74.313756		12.473650		-86.787406		37.062738		0.000000
3.160000		-74.313753		12.411928		-86.725681		36.879345		0.000000
3.170000		-74.313751		12.372929		-86.686680		36.763468		0.000000
3.180000		-74.313750		12.359576		-86.673326		36.723792		0.000000
3.190000		-74.313749		12.373634		-86.687383		36.765563		0.000000
3.200000		-74.313750		12.415543		-86.729293		36.890086		0.000000
3.210000		-74.313751		12.484343		-86.798094		37.094510		0.000000
3.220000		-74.313753		12.577721		-86.891474		37.371962		0.000000
3.230000		-74.313756		12.692169		-87.005925		37.712019		0.000000
3.240000		-74.313759		12.823244		-87.137004		38.101482		0.000000
3.250000		-74.313762		12.965905		-87.279668		38.525368		0.000000
3.260000		-74.313766		13.114878		-87.428644		38.968008		0.000000
3.270000		-74.313768		13.265024		-87.578792		39.414134		0.000000
3.280000		-74.313771		13.411668		-87.725439		39.849856		0.000000
3.290000		-74.313773		13.550861		-87.864634		40.263437		0.000000
3.300000		-74.313774		13.679550		-87.993324		40.645808		0.000000
3.310000		-74.313774		13.795663		-88.109437		40.990811		0.000000
3.320000		-74.313775		13.898097		-88.211871		41.295173		0.000000
3.330000		-74.313774		13.986633		-88.300408		41.558240		0.000000
3.340000		-74.313773		14.061790		-88.375564		41.781552		0.000000
3.350000		-74.313773		14.124648		-88.438420		41.968320		0.000000
3.360000		-74.313772		14.176669		-88.490441		42.122890		0.000000
3.370000		-74.313770		14.219545		-88.533316		42.250286		0.000000
3.380000		-74.313769		14.255086		-88.568855		42.355888		0.000000
3.390000		-74.313768		14.285169		-88.598938		42.445274		0.000000
3.400000		-74.313767		14.311739		-88.625506		42.524221		0.000000
3.410000		-74.313766		14.336838		-88.650604		42.598796		0.000000
3.420000		-74.313765		14.362638		-88.676403		42.675457		0.000000
3.430000		-74.313764		14.391436		-88.705200		42.761024		0.000000
3.440000		-74.313763		14.425576		-88.739339		42.862463		0.000000
3.450000		-74.313762		14.467291		-88.781053		42.986410		0.000000
3.460000		-74.313761		14.518474		-88.832235		43.138489		0.000000
3.470000		-74.313761		14.580407		-88.894168		43.322510		0.000000
3.480000		-74.313762		14.653514		-88.967275		43.539729		0.000000
3.490000		-74.313763		14.737179		-89.050942		43.788322		0.000000
3.500000		-74.313765		14.829694		-89.143459		44.063210		0.000000
3.510000		-74.313768		14.928341		-89.242109		44.356319		0.000000
3.520000		-74.313770		15.029617		-89.343388		44.657240		0.000000
3.530000		-74.313773		15.129568		-89.443341		44.954222		0.000000
3.540000		-74.313776		15.224185		-89.537961		45.235354		0.000000
3.550000		-74.313778		15.309810		-89.623588		45.489771		0.000000
3.560000		-74.313780		15.383489		-89.697269		45.708693		0.000000
3.570000		-74.313780		15.443216		-89.756996		45.886157		0.000000
3.580000		-74.313780		15.488025		-89.801805		46.019298		0.000000
3.590000		-74.313780		15.517932		-89.831712		46.108160		0.000000
3.600000		-74.313779		15.533729		-89.847509		46.155099		0.000000
3.610000		-74.313779		15.536715		-89.850494		46.163971		0.000000
3.620000		-74.313778		15.528433		-89.842211		46.139361		0.000000
3.630000		-74.313777		15.510520		-89.824297		46.086136		0.000000
3.640000		-74.313776		15.484734		-89.798510		46.009520		0.000000
3.650000		-74.313775		15.453184		-89.766958		45.915775		0.000000
3.660000		-74.313773		15.418720		-89.732493		45.813373		0.000000
3.670000		-74.313770		15.385402		-89.699171		45.714376		0.000000
3.680000		-74.313765		15.358881		-89.672647		45.635576		0.000000
3.690000		-74.313760		15.346532		-89.660292		45.598883		0.000000
3.700000		-74.313754		15.357151		-89.670905		45.630434		0.000000
3.710000		-74.313749		15.400126		-89.713875		45.758126		0.000000
3.720000		-74.313745		15.484102		-89.797847		46.007643		0.000000
3.730000		-74.313743		15.615350		-89.929093		46.397618		0.000000
3.740000		-74.313745		15.796226		-90.109971		46.935051		0.000000
3.750000		-74.313750		16.024166		-90.337916		47.612325		0.000000
3.760000		-74.313757		16.291552		-90.605309		48.406803		0.000000
3.770000		-74.313767		16.586524		-90.900291		49.283249		0.000000
3.780000		-74.313777		16.894525		-91.208301		50.198407		0.000000
3.790000		-74.313786		17.200144		-91.513929		51.106487		0.000000
3.800000		-74.313793		17.488830		-91.802623		51.964255		0.000000
3.810000		-74.313799		17.748170		-92.061969		52.734827		0.000000
3.820000		-74.313803		17.968622		-92.282426		53.389855		0.000000
3.830000		-74.313805		18.143787		-92.457593		53.910319		0.000000
3.840000		-74.313806		18.270360		-92.584165		54.286401		0.000000
3.850000		-74.313804		18.347953		-92.661758		54.516953		0.000000
3.860000		-74.313802		18.378914		-92.692715		54.608945		0.000000
3.870000		-74.313798		18.368172		-92.681969		54.577028		0.000000
3.880000		-74.313792		18.323110		-92.636902		54.443136		0.000000
3.890000		-74.313785		18.253331		-92.567116		54.235803		0.000000
3.900000		-74.313778		18.170193		-92.483971		53.988778		0.000000
3.910000		-74.313771		18.085972		-92.399744		53.738535		0.000000
3.920000		-74.313765		18.012605		-92.326371		53.520540		0.000000
3.930000		-74.313762		17.960116		-92.273878		53.364580		0.000000
3.940000		-74.313761		17.935004		-92.248766		53.289966		0.000000
3.950000		-74.313764		17.938982		-92.252746		53.301783		0.000000
3.960000		-74.313771		17.968442		-92.282212		53.389317		0.000000
3.970000		-74.313779		18.014861		-92.328640		53.527243		0.000000
3.980000		-74.313789		18.066075		-92.379864		53.679413		0.000000
3.990000		-74.313798		18.108118		-92.421916		53.804336		0.000000
4.000000		-74.313807		18.127225		-92.441031		53.861107		0.000000
4.010000		-74.313812		18.111614		-92.425427		53.814723		0.000000
4.020000		-74.313816		18.052838		-92.366654		53.640083		0.000000
4.030000		-74.313816		17.946631		-92.260447		53.324512		0.000000
4.040000		-74.313813		17.793301		-92.107114		52.868924		0.000000
4.050000		-74.313808		17.597739		-91.911546		52.287854		0.000000
4.060000		-74.313800		17.369109		-91.682909		51.608531		0.000000
4.070000		-74.313790		17.120220		-91.434009		50.869010		0.000000
4.080000		-74.313779		16.866570		-91.180349		50.115346		0.000000
4.090000		-74.313768		16.625074		-90.938842		49.397793		0.000000
4.100000		-74.313758		16.412516		-90.726275		48.766224		0.000000
4.110000		-74.313751		16.243899		-90.557650		48.265214		0.000000
4.120000		-74.313746		16.130895		-90.444641		47.929447		0.000000
4.130000		-74.313744		16.080670		-90.394414		47.780214		0.000000
4.140000		-74.313746		16.095284		-90.409031		47.823638		0.000000
4.150000		-74.313751		16.171777		-90.485527		48.050918		0.000000
4.160000		-74.313757		16.302881		-90.616638		48.440465		0.000000
4.170000		-74.313764		16.478200		-90.791964		48.961388		0.000000
4.180000		-74.313772		16.685577		-90.999349		49.577563		0.000000
4.190000		-74.313779		16.912400		-91.226180		50.251520		0.000000
4.200000		-74.313785		17.146665		-91.460450		50.947585		0.000000
4.210000		-74.313791		17.377669		-91.691459		51.633963		0.000000
4.220000		-74.313795		17.596372		-91.910166		52.283792		0.000000
4.230000		-74.313797		17.795462		-92.109260		52.875346		0.000000
4.240000		-74.313800		17.969239		-92.283039		53.391687		0.000000
4.250000		-74.313801		18.113403		-92.427204		53.820037		0.000000
4.260000		-74.313802		18.224817		-92.538619		54.151081		0.000000
4.270000		-74.313803		18.301289		-92.615092		54.378302		0.000000
4.280000		-74.313803		18.341372		-92.655175		54.497399		0.000000
4.290000		-74.313803		18.344202		-92.658005		54.505808		0.000000
4.300000		-74.313803		18.309384		-92.623187		54.402354		0.000000
4.310000		-74.313803		18.236935		-92.550738		54.187088		0.000000
4.320000		-74.313803		18.127319		-92.441122		53.861387		0.000000
4.330000		-74.313802		17.981591		-92.295392		53.428386		0.000000
4.340000		-74.313800		17.801661		-92.115462		52.893766		0.000000
4.350000		-74.313798		17.590662		-91.904460		52.266827		0.000000
4.360000		-74.313794		17.353363		-91.667157		51.561745		0.000000
